ツモ,対応地形数,使用ミノ,未使用ミノ,テト譜
JIZTOLS,6,TILJSO;TLJSZO;TILJSZ;TIJSZO;TILJZO,Z;I;O;L;S,v115@9gA8h0ywR4C8g0RpwwR4D8g0RpBtE8zhBtC8JeAgWG?AauytCqOBAA;v115@9gA8whRpBtR4C8whRpwwBtD8whg0ywE8whi0R4C8Je?AgWGAqeNFDPNBAA;v115@9gA8BtR4ywC8h0zhD8g0BtRpE8g0R4RpwwC8JeAgWG?AvPNFDzOBAA;v115@9gA8ywRpR4C8h0zhD8g0BtRpE8g0wwBtR4C8JeAgWG?A6PFgCzOBAA;v115@9gA8i0BtR4C8Rpg0wwBtD8RpywE8zhR4C8JeAgWGAp?+aFDKNBAA;v115@9gA8RpBtwwR4C8i0ywD8Rpg0BtE8zhR4C8JeAgWGAp?uPFDPNBAA
JITSLOJ,7,TILJSO;TLJJSO;TILJJS;TILJJO;ILJJSO,J;I;O;S;T,v115@9gA8RpilR4C8Rpglg0R4D8g0zhE8l0C8JeAgWGAKen?tCvCBAA;v115@9gA8ilRph0C8glR4Rpg0D8R4i0E8zhh0C8JeAgWGAp?vjPCvCBAA;v115@9gA8ilzhC8glRpg0R4D8g0RpR4E8l0C8JeAgWGAK9a?PCpCBAA;v115@9gA8Rpi0R4C8zhR4D8Rpglh0E8ili0C8JeAgWGAqyL?MCv/AAA;v115@9gA8Q4hlzhC8R4gli0D8g0Q4glRpE8i0Rpg0C8JeAg?WGAvvTWCK+AAA;v115@9gA8RpQ4hlh0C8RpR4glg0D8g0zhE8i0Q4glg0C8Je?AgWGAKentCMHBAA;v115@9gA8h0RpglR4C8zhR4D8h0RpglE8j0hlC8JeAgWGAK?d9VCv/AAA
JIZOTLS,5,TILJSO;TILJSZ;TIJSZO,Z;O;L,v115@9gA8h0ywR4C8g0RpwwR4D8g0RpBtE8zhBtC8JeAgWG?AauytCqOBAA;v115@9gA8whRpBtR4C8whRpwwBtD8whg0ywE8whi0R4C8Je?AgWGAqeNFDPNBAA;v115@9gA8BtR4ywC8h0zhD8g0BtRpE8g0R4RpwwC8JeAgWG?AvPNFDzOBAA;v115@9gA8ywRpR4C8h0zhD8g0BtRpE8g0wwBtR4C8JeAgWG?A6PFgCzOBAA;v115@9gA8h0BtwwR4C8g0RpywD8g0RpBtE8zhR4C8JeAgWG?AJHmPCaNBAA
JIOZTLS,6,TILJSO;TIJSZO;TILJSZ,Z;L;O,v115@9gA8h0ywR4C8g0RpwwR4D8g0RpBtE8zhBtC8JeAgWG?AauytCqOBAA;v115@9gA8whRpBtR4C8whRpwwBtD8whg0ywE8whi0R4C8Je?AgWGAqeNFDPNBAA;v115@9gA8BtR4ywC8h0zhD8g0BtRpE8g0R4RpwwC8JeAgWG?AvPNFDzOBAA;v115@9gA8ywRpR4C8h0zhD8g0BtRpE8g0wwBtR4C8JeAgWG?A6PFgCzOBAA;v115@9gA8i0BtR4C8Rpg0wwBtD8RpywE8zhR4C8JeAgWGAp?+aFDKNBAA;v115@9gA8h0BtwwR4C8g0RpywD8g0RpBtE8zhR4C8JeAgWG?AJHmPCaNBAA
JITSLJO,4,TILJSO;TLJJSO;TILJJS;TILJJO;ILJJSO;TIJJSO,J;I;O;S;T;L,v115@9gA8ilRph0C8glR4Rpg0D8R4i0E8zhh0C8JeAgWGAp?vjPCvCBAA;v115@9gA8Rpi0R4C8zhR4D8Rpglh0E8ili0C8JeAgWGAqyL?MCv/AAA;v115@9gA8RpQ4hlh0C8RpR4glg0D8g0zhE8i0Q4glg0C8Je?AgWGAKentCMHBAA;v115@9gA8h0RpglR4C8zhR4D8h0RpglE8j0hlC8JeAgWGAK?d9VCv/AAA
JITLSJO,0,TILJSO;TLJJSO;TILJJS;TILJJO;TIJJSO,J;I;O;S;L,
JITLSOJ,2,TILJSO;TLJJSO;TILJJS;TILJJO;ILJJSO,J;I;O;S;T,v115@9gA8RpilR4C8Rpglg0R4D8g0zhE8l0C8JeAgWGAKen?tCvCBAA;v115@9gA8ilzhC8glRpg0R4D8g0RpR4E8l0C8JeAgWGAK9a?PCpCBAA
JITLOSJ,3,TILJSO;TLJJSO;TILJJS;TILJJO;ILJJSO,J;I;O;S;T,v115@9gA8RpilR4C8Rpglg0R4D8g0zhE8l0C8JeAgWGAKen?tCvCBAA;v115@9gA8ilzhC8glRpg0R4D8g0RpR4E8l0C8JeAgWGAK9a?PCpCBAA;v115@9gA8ilzhC8glR4i0D8i0RpE8R4g0Rpg0C8JeAgWGAv?vjPCpCBAA
JITOLSJ,3,TILJSO;TILJJS;TILJJO;TIJJSO;ILJJSO,J;O;S;L;T,v115@9gA8RpilR4C8Rpglg0R4D8g0zhE8l0C8JeAgWGAKen?tCvCBAA;v115@9gA8ilzhC8glRpg0R4D8g0RpR4E8l0C8JeAgWGAK9a?PCpCBAA;v115@9gA8RpR4ilC8RpzhD8g0R4g0glE8l0C8JeAgWGAqPF?gCzCBAA
JIZTLSJ,4,TILJJZ;TIJJSZ;ILJJSZ;TILJJS;TILJSZ;TLJJSZ,S;L;T;Z;J;I,v115@9gA8ilh0R4C8glAth0R4D8Bth0wwE8Ath0ywC8JeAg?WGA03ntCqCBAA;v115@9gA8ilzhC8glAth0R4D8Btg0R4E8Atk0C8JeAgWGAz?3PPCpCBAA;v115@9gA8Q4i0ywC8R4ilwwD8g0Q4glBtE8j0BtC8JeAgWG?A6/rtC0/AAA;v115@9gA8g0AtilR4C8BtglywD8Ati0wwE8j0R4C8JeAgWG?AqujWCz/AAA
JZITLSJ,4,TILJJZ;TIJJSZ;ILJJSZ;TILJJS;TILJSZ;TLJJSZ,S;L;T;Z;J;I,v115@9gA8ilh0R4C8glAth0R4D8Bth0wwE8Ath0ywC8JeAg?WGA03ntCqCBAA;v115@9gA8ilzhC8glAth0R4D8Btg0R4E8Atk0C8JeAgWGAz?3PPCpCBAA;v115@9gA8Q4i0ywC8R4ilwwD8g0Q4glBtE8j0BtC8JeAgWG?A6/rtC0/AAA;v115@9gA8g0AtilR4C8BtglywD8Ati0wwE8j0R4C8JeAgWG?AqujWCz/AAA
JZITLJS,6,TILJJZ;ILJJSZ;TIJJSZ;TILJJS;TILJSZ;TLJJSZ,S;T;L;Z;J;I,v115@9gA8ilh0R4C8glAth0R4D8Bth0wwE8Ath0ywC8JeAg?WGA03ntCqCBAA;v115@9gA8g0AtilR4C8BtglywD8Ati0wwE8j0R4C8JeAgWG?AqujWCz/AAA;v115@9gA8Bti0R4C8h0zhD8g0Btglg0E8g0ilR4C8JeAgWG?AsPNFDKNBAA;v115@9gA8hlh0AtR4C8h0zhD8g0glg0BtE8g0glg0AtR4C8?JeAgWGAKezPCMNBAA;v115@9gA8ilh0R4C8glAtg0ywD8Bth0wwE8Ati0R4C8JeAg?WGA6/VWCKNBAA;v115@9gA8i0BtR4C8g0ilBtD8g0gli0E8zhR4C8JeAgWGAp?3/VCKNBAA
JIZTLJS,7,TILJJZ;ILJJSZ;TIJJSZ;TILJJS;TILJSZ;TLJJSZ,S;T;L;Z;J;I,v115@9gA8ilh0R4C8glAth0R4D8Bth0wwE8Ath0ywC8JeAg?WGA03ntCqCBAA;v115@9gA8g0AtilR4C8BtglywD8Ati0wwE8j0R4C8JeAgWG?AqujWCz/AAA;v115@9gA8Bti0R4C8h0zhD8g0Btglg0E8g0ilR4C8JeAgWG?AsPNFDKNBAA;v115@9gA8hlh0AtR4C8h0zhD8g0glg0BtE8g0glg0AtR4C8?JeAgWGAKezPCMNBAA;v115@9gA8ilh0R4C8glAtg0ywD8Bth0wwE8Ati0R4C8JeAg?WGA6/VWCKNBAA;v115@9gA8i0BtR4C8g0ilBtD8g0gli0E8zhR4C8JeAgWGAp?3/VCKNBAA;v115@9gA8Bti0R4C8g0BtilD8i0glg0E8zhR4C8JeAgWGAp?/TFDKNBAA
JITZLJS,9,TILJJZ;ILJJSZ;TIJJSZ;TILJJS;TILJSZ;TLJJSZ,S;T;L;Z;J;I,v115@9gA8ilh0R4C8glAth0R4D8Bth0wwE8Ath0ywC8JeAg?WGA03ntCqCBAA;v115@9gA8h0ilR4C8h0glAtR4D8h0BtwwE8h0AtywC8JeAg?WGA03ntCqCBAA;v115@9gA8g0AtilR4C8BtglywD8Ati0wwE8j0R4C8JeAgWG?AqujWCz/AAA;v115@9gA8Bti0R4C8h0zhD8g0Btglg0E8g0ilR4C8JeAgWG?AsPNFDKNBAA;v115@9gA8hlh0AtR4C8h0zhD8g0glg0BtE8g0glg0AtR4C8?JeAgWGAKezPCMNBAA;v115@9gA8ilh0R4C8glAtg0ywD8Bth0wwE8Ati0R4C8JeAg?WGA6/VWCKNBAA;v115@9gA8i0BtR4C8g0ilBtD8g0gli0E8zhR4C8JeAgWGAp?3/VCKNBAA;v115@9gA8Bti0R4C8g0BtilD8i0glg0E8zhR4C8JeAgWGAp?/TFDKNBAA;v115@9gA8h0glBtR4C8ilwwBtD8h0ywE8j0R4C8JeAgWGAq?ujWCKNBAA
JITLZJS,10,TILJJZ;ILJJSZ;TIJJSZ;TILJJS;TILJSZ;TLJJSZ,S;T;L;Z;J;I,v115@9gA8g0AtilR4C8BtglywD8Ati0wwE8j0R4C8JeAgWG?AqujWCz/AAA;v115@9gA8Bti0R4C8h0zhD8g0Btglg0E8g0ilR4C8JeAgWG?AsPNFDKNBAA;v115@9gA8hlh0AtR4C8h0zhD8g0glg0BtE8g0glg0AtR4C8?JeAgWGAKezPCMNBAA;v115@9gA8h0whg0AtR4C8hlwhi0D8g0glwhBtE8g0glwhAt?R4C8JeAgWGApiPFDKNBAA;v115@9gA8whi0AtR4C8whhli0D8whg0glBtE8whg0glAtR4?C8JeAgWGAMePFDKNBAA;v115@9gA8i0BtR4C8g0ilBtD8g0gli0E8zhR4C8JeAgWGAp?3/VCKNBAA;v115@9gA8Btglh0R4C8ilywD8g0Btg0wwE8j0R4C8JeAgWG?AqOUPCaNBAA;v115@9gA8j0AtR4C8ili0D8glwwg0BtE8ywAtR4C8JeAgWG?A0/TFDKNBAA;v115@9gA8Bti0R4C8g0BtilD8i0glg0E8zhR4C8JeAgWGAp?/TFDKNBAA;v115@9gA8h0glBtR4C8ilwwBtD8h0ywE8j0R4C8JeAgWGAq?ujWCKNBAA
JITLJZS,10,TILJJZ;ILJJSZ;TIJJSZ;TILJJS;TLJJSZ;TILJSZ,S;T;L;Z;I;J,v115@9gA8Bti0R4C8h0zhD8g0Btglg0E8g0ilR4C8JeAgWG?AsPNFDKNBAA;v115@9gA8hlh0AtR4C8h0zhD8g0glg0BtE8g0glg0AtR4C8?JeAgWGAKezPCMNBAA;v115@9gA8h0whg0AtR4C8hlwhi0D8g0glwhBtE8g0glwhAt?R4C8JeAgWGApiPFDKNBAA;v115@9gA8whi0AtR4C8whhli0D8whg0glBtE8whg0glAtR4?C8JeAgWGAMePFDKNBAA;v115@9gA8BtilR4C8h0glywD8j0wwE8g0Btg0R4C8JeAgWG?Aq/VWCzXBAA;v115@9gA8BtR4ilC8h0zhD8g0Btg0glE8g0R4i0C8JeAgWG?AqPNFDMNBAA;v115@9gA8ilBtR4C8gli0BtD8g0zhE8j0R4C8JeAgWGAKeP?FDMNBAA;v115@9gA8h0BtwwR4C8h0glywD8h0glBtE8h0hlR4C8JeAg?WGAs/lPCaNBAA;v115@9gA8Btglh0R4C8ilywD8g0Btg0wwE8j0R4C8JeAgWG?AqOUPCaNBAA;v115@9gA8j0AtR4C8ili0D8glwwg0BtE8ywAtR4C8JeAgWG?A0/TFDKNBAA
JOIZTLS,4,TILJSO;TIJSZO;TILJSZ,Z;L;O,v115@9gA8zhywC8i0R4wwD8Rpg0BtE8RpR4BtC8JeAgWGAa?nntCU+AAA;v115@9gA8whRpBtR4C8whRpwwBtD8whg0ywE8whi0R4C8Je?AgWGAqeNFDPNBAA;v115@9gA8BtR4ywC8h0zhD8g0BtRpE8g0R4RpwwC8JeAgWG?AvPNFDzOBAA;v115@9gA8ywRpR4C8h0zhD8g0BtRpE8g0wwBtR4C8JeAgWG?A6PFgCzOBAA
JOITZLS,3,TILJSO;TLJSZO;TILJSZ;TIJSZO,Z;I;O;L,v115@9gA8zhywC8i0R4wwD8Rpg0BtE8RpR4BtC8JeAgWGAa?nntCU+AAA;v115@9gA8whRpBtR4C8whRpwwBtD8whg0ywE8whi0R4C8Je?AgWGAqeNFDPNBAA;v115@9gA8BtR4ywC8h0zhD8g0BtRpE8g0R4RpwwC8JeAgWG?AvPNFDzOBAA
JIOTLSJ,3,TILJSO;TLJJSO;TILJJS;TILJJO;TIJJSO;ILJJSO,J;I;O;S;L;T,v115@9gA8RpilR4C8Rpglg0R4D8g0zhE8l0C8JeAgWGAKen?tCvCBAA;v115@9gA8ilzhC8glRpg0R4D8g0RpR4E8l0C8JeAgWGAK9a?PCpCBAA;v115@9gA8RpR4ilC8RpzhD8g0R4g0glE8l0C8JeAgWGAqPF?gCzCBAA
JIOTZLS,6,TILJSO;TLJSZO;TILJSZ;TIJSZO,Z;I;O;L,v115@9gA8h0ywR4C8g0RpwwR4D8g0RpBtE8zhBtC8JeAgWG?AauytCqOBAA;v115@9gA8whRpBtR4C8whRpwwBtD8whg0ywE8whi0R4C8Je?AgWGAqeNFDPNBAA;v115@9gA8BtR4ywC8h0zhD8g0BtRpE8g0R4RpwwC8JeAgWG?AvPNFDzOBAA;v115@9gA8i0BtR4C8Rpg0wwBtD8RpywE8zhR4C8JeAgWGAp?+aFDKNBAA;v115@9gA8RpBtwwR4C8i0ywD8Rpg0BtE8zhR4C8JeAgWGAp?uPFDPNBAA;v115@9gA8h0BtwwR4C8g0RpywD8g0RpBtE8zhR4C8JeAgWG?AJHmPCaNBAA
JOITLSJ,3,TILJSO;TLJJSO;TILJJS;TILJJO;TIJJSO;ILJJSO,J;I;O;S;L;T,v115@9gA8RpilR4C8Rpglg0R4D8g0zhE8l0C8JeAgWGAKen?tCvCBAA;v115@9gA8ilzhC8glRpg0R4D8g0RpR4E8l0C8JeAgWGAK9a?PCpCBAA;v115@9gA8RpR4ilC8RpzhD8g0R4g0glE8l0C8JeAgWGAqPF?gCzCBAA
JITOZLS,6,TILJSO;TLJSZO;TILJSZ;TIJSZO;TILJZO,Z;I;O;L;S,v115@9gA8h0ywR4C8g0RpwwR4D8g0RpBtE8zhBtC8JeAgWG?AauytCqOBAA;v115@9gA8whRpBtR4C8whRpwwBtD8whg0ywE8whi0R4C8Je?AgWGAqeNFDPNBAA;v115@9gA8BtR4ywC8h0zhD8g0BtRpE8g0R4RpwwC8JeAgWG?AvPNFDzOBAA;v115@9gA8i0BtR4C8Rpg0wwBtD8RpywE8zhR4C8JeAgWGAp?+aFDKNBAA;v115@9gA8RpBtwwR4C8i0ywD8Rpg0BtE8zhR4C8JeAgWGAp?uPFDPNBAA;v115@9gA8h0BtwwR4C8g0RpywD8g0RpBtE8zhR4C8JeAgWG?AJHmPCaNBAA
JITZOLS,5,TILJSO;TLJSZO;TILJSZ;TIJSZO;TILJZO,Z;I;O;L;S,v115@9gA8whRpBtR4C8whRpwwBtD8whg0ywE8whi0R4C8Je?AgWGAqeNFDPNBAA;v115@9gA8BtR4ywC8h0zhD8g0BtRpE8g0R4RpwwC8JeAgWG?AvPNFDzOBAA;v115@9gA8ywRpR4C8h0zhD8g0BtRpE8g0wwBtR4C8JeAgWG?A6PFgCzOBAA;v115@9gA8i0BtR4C8Rpg0wwBtD8RpywE8zhR4C8JeAgWGAp?+aFDKNBAA;v115@9gA8RpBtwwR4C8i0ywD8Rpg0BtE8zhR4C8JeAgWGAp?uPFDPNBAA
JOITLJS,3,TILJSO;TLJJSO;TILJJS;TILJJO;ILJJSO;TIJJSO,J;I;O;S;T;L,v115@9gA8RpilR4C8Rpglg0R4D8g0zhE8l0C8JeAgWGAKen?tCvCBAA;v115@9gA8ilR4h0C8glzhg0D8Rpi0E8RpR4h0C8JeAgWGAv?f3LCMNBAA;v115@9gA8hli0R4C8h0zhD8g0glRpg0E8g0glRpR4C8JeAg?WGAvP9VCKNBAA
JITZLOS,2,TILJSO;TILSZO;TLJSZO;TILJSZ;TILJZO;TIJSZO,Z;J;I;O;S;L,v115@9gA8whRpBtR4C8whRpwwBtD8whg0ywE8whi0R4C8Je?AgWGAqeNFDPNBAA;v115@9gA8RpBtwwR4C8i0ywD8Rpg0BtE8zhR4C8JeAgWGAp?uPFDPNBAA
JIOTLJS,4,TILJSO;TLJJSO;TILJJS;TILJJO;ILJJSO;TIJJSO,J;I;O;S;T;L,v115@9gA8RpilR4C8Rpglg0R4D8g0zhE8l0C8JeAgWGAKen?tCvCBAA;v115@9gA8ilR4h0C8glzhg0D8Rpi0E8RpR4h0C8JeAgWGAv?f3LCMNBAA;v115@9gA8hli0R4C8h0zhD8g0glRpg0E8g0glRpR4C8JeAg?WGAvP9VCKNBAA;v115@9gA8k0R4C8g0RpilD8g0Rpglg0E8zhR4C8JeAgWGAJ?HUPCKNBAA
JITZLSO,2,TILSZO;TILJSO;TLJSZO;TILJSZ;TILJZO;TIJSZO,J;Z;I;O;S;L,v115@9gA8h0ywR4C8g0RpwwR4D8g0RpBtE8zhBtC8JeAgWG?AauytCqOBAA;v115@9gA8RpywR4C8i0wwR4D8Rpg0BtE8zhBtC8JeAgWGAa?ujPCUHBAA
JITLJSZ,3,TILJJZ;ILJJSZ;TIJJSZ;TILJJS;TLJJSZ,S;T;L;Z;I,v115@9gA8ilBtR4C8gli0R4D8g0zhE8j0BtC8JeAgWGAKen?tCsXBAA;v115@9gA8BtilR4C8h0glywD8j0wwE8g0Btg0R4C8JeAgWG?Aq/VWCzXBAA;v115@9gA8BtR4ilC8h0zhD8g0R4g0glE8g0Bti0C8JeAgWG?AqPltCsXBAA
JITLZSO,0,TILJSO;TLJSZO;TILSZO;TILJSZ;TILJZO,Z;I;J;O;S,
JLTZISJ,10,TILJJZ;TIJJSZ;TLJJSZ;TILJSZ;TILJJS,S;L;I;J;Z,v115@9gA8h0ywR4C8h0glwwR4D8h0glBtE8h0hlBtC8JeAg?WGA6intCqOBAA;v115@9gA8ilh0R4C8glAth0R4D8Bth0wwE8Ath0ywC8JeAg?WGA03ntCqCBAA;v115@9gA8h0ilR4C8h0glAtR4D8h0BtwwE8h0AtywC8JeAg?WGA03ntCqCBAA;v115@9gA8Q4i0ywC8R4ilwwD8g0Q4glBtE8j0BtC8JeAgWG?A6/rtC0/AAA;v115@9gA8h0Ath0R4C8g0Btg0R4D8g0Atglg0wwE8ilywC8?JeAgWGA0yjPC6/AAA;v115@9gA8k0R4C8Bth0R4D8ilg0wwE8glBtywC8JeAgWGA0?yjPC6/AAA;v115@9gA8h0ywR4C8i0wwR4D8ilBtE8gli0BtC8JeAgWGA6?yjPC0/AAA;v115@9gA8g0AtilR4C8BtglywD8Ati0wwE8j0R4C8JeAgWG?AqujWCz/AAA;v115@9gA8h0R4Ath0C8g0R4Btg0D8ywAtglE8g0wwilg0C8?JeAgWGAsuzPCKNBAA;v115@9gA8h0BtwwR4C8i0ywD8ilBtE8gli0R4C8JeAgWGAs?uPFDz/AAA
JITLZOS,2,TILJSO;TLJSZO;TILSZO;TILJSZ;TILJZO;TIJSZO,Z;I;J;O;S;L,v115@9gA8whRpBtR4C8whRpwwBtD8whg0ywE8whi0R4C8Je?AgWGAqeNFDPNBAA;v115@9gA8RpBtwwR4C8i0ywD8Rpg0BtE8zhR4C8JeAgWGAp?uPFDPNBAA
JLTIZSJ,4,TILJJZ;TLJJSZ;TILJSZ;TILJJS,S;I;J;Z,v115@9gA8h0Ath0R4C8g0Btg0R4D8g0Atglg0wwE8ilywC8?JeAgWGA0yjPC6/AAA;v115@9gA8k0R4C8Bth0R4D8ilg0wwE8glBtywC8JeAgWGA0?yjPC6/AAA;v115@9gA8g0AtilR4C8BtglywD8Ati0wwE8j0R4C8JeAgWG?AqujWCz/AAA;v115@9gA8h0BtwwR4C8i0ywD8ilBtE8gli0R4C8JeAgWGAs?uPFDz/AAA
JLTISZJ,4,TILJJZ;ILJJSZ;TILJSZ;TILJJS;TLJJSZ,S;T;J;Z;I,v115@9gA8h0Ath0R4C8g0Btg0R4D8g0Atglg0wwE8ilywC8?JeAgWGA0yjPC6/AAA;v115@9gA8i0zhC8Bth0R4D8ilR4E8glBti0C8JeAgWGAziP?FDp/AAA;v115@9gA8k0R4C8Bth0R4D8ilg0wwE8glBtywC8JeAgWGA0?yjPC6/AAA;v115@9gA8Q4Btg0ywC8R4BtglwwD8g0Q4ilE8l0C8JeAgWG?AqyjFD0/AAA
JLTISJZ,6,TILJJZ;ILJJSZ;TIJJSZ;TILJJS;TILJSZ;TLJJSZ,S;T;L;Z;J;I,v115@9gA8h0ywR4C8h0glwwR4D8h0glBtE8h0hlBtC8JeAg?WGA6intCqOBAA;v115@9gA8i0zhC8Bth0R4D8ilR4E8glBti0C8JeAgWGAziP?FDp/AAA;v115@9gA8k0R4C8Bth0R4D8ilg0wwE8glBtywC8JeAgWGA0?yjPC6/AAA;v115@9gA8ilBtR4C8gli0R4D8g0zhE8j0BtC8JeAgWGAKen?tCsXBAA;v115@9gA8Bti0R4C8zhR4D8ilh0E8glBti0C8JeAgWGAqyL?MCqXBAA;v115@9gA8h0glBtR4C8ilwwR4D8h0ywE8j0BtC8JeAgWGAq?+TWCqXBAA
JLTSIJZ,8,TILJJZ;ILJJSZ;TIJJSZ;TILJJS;TILJSZ;TLJJSZ,S;T;L;Z;J;I,v115@9gA8h0ywR4C8h0glwwR4D8h0glBtE8h0hlBtC8JeAg?WGA6intCqOBAA;v115@9gA8i0zhC8Bth0R4D8ilR4E8glBti0C8JeAgWGAziP?FDp/AAA;v115@9gA8k0R4C8Bth0R4D8ilg0wwE8glBtywC8JeAgWGA0?yjPC6/AAA;v115@9gA8Q4Bthlh0C8R4Btglg0D8g0Q4ywE8i0wwglg0C8?JeAgWGAq+jPCsXBAA;v115@9gA8ilBtR4C8gli0R4D8g0zhE8j0BtC8JeAgWGAKen?tCsXBAA;v115@9gA8Bti0R4C8zhR4D8ilh0E8glBti0C8JeAgWGAqyL?MCqXBAA;v115@9gA8Q4zhh0C8R4Btglg0D8g0Q4ilE8i0Btg0C8JeAg?WGAqyjFDK+AAA;v115@9gA8h0glBtR4C8ilwwR4D8h0ywE8j0BtC8JeAgWGAq?+TWCqXBAA
JLTSIZJ,7,TILJJZ;ILJJSZ;TILJSZ;TILJJS;TLJJSZ,S;T;J;Z;I,v115@9gA8h0Ath0R4C8g0Btg0R4D8g0Atglg0wwE8ilywC8?JeAgWGA0yjPC6/AAA;v115@9gA8i0zhC8Bth0R4D8ilR4E8glBti0C8JeAgWGAziP?FDp/AAA;v115@9gA8k0R4C8Bth0R4D8ilg0wwE8glBtywC8JeAgWGA0?yjPC6/AAA;v115@9gA8h0AtQ4ywC8g0BtR4wwD8g0Atglg0Q4E8ili0C8?JeAgWGAqyjFDqOBAA;v115@9gA8Q4Bthlh0C8R4Btglg0D8g0Q4ywE8i0wwglg0C8?JeAgWGAq+jPCsXBAA;v115@9gA8i0Q4ywC8Btg0R4wwD8ilg0Q4E8glBti0C8JeAg?WGAqyjFD0/AAA;v115@9gA8Q4Btg0ywC8R4BtglwwD8g0Q4ilE8l0C8JeAgWG?AqyjFD0/AAA
JLTSZIJ,12,TILJJZ;ILJJSZ;TLJJSZ;TILJJS;TILJSZ,S;T;I;Z;J,v115@9gA8ilh0R4C8glAth0R4D8Bth0wwE8Ath0ywC8JeAg?WGA03ntCqCBAA;v115@9gA8h0ilR4C8h0glAtR4D8h0BtwwE8h0AtywC8JeAg?WGA03ntCqCBAA;v115@9gA8Q4i0ywC8R4ilwwD8g0Q4glBtE8j0BtC8JeAgWG?A6/rtC0/AAA;v115@9gA8h0Ath0R4C8g0Btg0R4D8g0Atglg0wwE8ilywC8?JeAgWGA0yjPC6/AAA;v115@9gA8k0R4C8Bth0R4D8ilg0wwE8glBtywC8JeAgWGA0?yjPC6/AAA;v115@9gA8h0AtQ4ywC8g0BtR4wwD8g0Atglg0Q4E8ili0C8?JeAgWGAqyjFDqOBAA;v115@9gA8Q4Bthlh0C8R4Btglg0D8g0Q4ywE8i0wwglg0C8?JeAgWGAq+jPCsXBAA;v115@9gA8i0Q4ywC8Btg0R4wwD8ilg0Q4E8glBti0C8JeAg?WGAqyjFD0/AAA;v115@9gA8Q4Btg0ywC8R4BtglwwD8g0Q4ilE8l0C8JeAgWG?AqyjFD0/AAA;v115@9gA8g0AtilR4C8BtglywD8Ati0wwE8j0R4C8JeAgWG?AqujWCz/AAA;v115@9gA8Q4zhh0C8R4Btglg0D8g0Q4ilE8i0Btg0C8JeAg?WGAqyjFDK+AAA;v115@9gA8h0BtwwR4C8i0ywD8ilBtE8gli0R4C8JeAgWGAs?uPFDz/AAA
JITOLJS,3,TILJSO;TLJJSO;TILJJS;TILJJO;ILJJSO;TIJJSO,J;I;O;S;T;L,v115@9gA8RpilR4C8Rpglg0R4D8g0zhE8l0C8JeAgWGAKen?tCvCBAA;v115@9gA8hli0R4C8h0zhD8g0glRpg0E8g0glRpR4C8JeAg?WGAvP9VCKNBAA;v115@9gA8k0R4C8g0RpilD8g0Rpglg0E8zhR4C8JeAgWGAJ?HUPCKNBAA
JITLOJS,4,TILJSO;TLJJSO;TILJJS;TILJJO;ILJJSO;TIJJSO,J;I;O;S;T;L,v115@9gA8RpilR4C8Rpglg0R4D8g0zhE8l0C8JeAgWGAKen?tCvCBAA;v115@9gA8ilzhC8glR4i0D8i0RpE8R4g0Rpg0C8JeAgWGAv?vjPCpCBAA;v115@9gA8hli0R4C8h0zhD8g0glRpg0E8g0glRpR4C8JeAg?WGAvP9VCKNBAA;v115@9gA8Rpi0R4C8i0ilD8Rpg0glg0E8zhR4C8JeAgWGAp?iHgCKNBAA
JITLOZS,2,TILJSO;TLJSZO;TILSZO;TILJSZ;TIJSZO,Z;I;J;O;L,v115@9gA8whRpBtR4C8whRpwwBtD8whg0ywE8whi0R4C8Je?AgWGAqeNFDPNBAA;v115@9gA8RpBtwwR4C8i0ywD8Rpg0BtE8zhR4C8JeAgWGAp?uPFDPNBAA
JITLJOS,2,TILJSO;TLJJSO;TILJJS;TILJJO;TIJJSO;ILJJSO,J;I;O;S;L;T,v115@9gA8RpilR4C8Rpglg0R4D8g0zhE8l0C8JeAgWGAKen?tCvCBAA;v115@9gA8Rpi0R4C8i0ilD8Rpg0glg0E8zhR4C8JeAgWGAp?iHgCKNBAA
JITOLZS,4,TILJSO;TILSZO;TLJSZO;TILJSZ;TIJSZO,Z;J;I;O;L,v115@9gA8whRpBtR4C8whRpwwBtD8whg0ywE8whi0R4C8Je?AgWGAqeNFDPNBAA;v115@9gA8i0BtR4C8Rpg0wwBtD8RpywE8zhR4C8JeAgWGAp?+aFDKNBAA;v115@9gA8RpBtwwR4C8i0ywD8Rpg0BtE8zhR4C8JeAgWGAp?uPFDPNBAA;v115@9gA8h0BtwwR4C8g0RpywD8g0RpBtE8zhR4C8JeAgWG?AJHmPCaNBAA
JITLJSO,1,TILJSO;TLJJSO;TILJJS;TILJJO;TIJJSO;ILJJSO,J;I;O;S;L;T,v115@9gA8RpilR4C8Rpglg0R4D8g0zhE8l0C8JeAgWGAKen?tCvCBAA
JIOTLZS,4,TILJSO;TILSZO;TLJSZO;TILJSZ;TIJSZO,Z;J;I;O;L,v115@9gA8whRpBtR4C8whRpwwBtD8whg0ywE8whi0R4C8Je?AgWGAqeNFDPNBAA;v115@9gA8i0BtR4C8Rpg0wwBtD8RpywE8zhR4C8JeAgWGAp?+aFDKNBAA;v115@9gA8RpBtwwR4C8i0ywD8Rpg0BtE8zhR4C8JeAgWGAp?uPFDPNBAA;v115@9gA8h0BtwwR4C8g0RpywD8g0RpBtE8zhR4C8JeAgWG?AJHmPCaNBAA
