ツモ,対応地形数,使用ミノ,未使用ミノ,テト譜
JTOLZSJ,4,TLJJSO;TLJSZO;TLJJSZ;TJJSZO;TLJJZO;LJJSZO,Z;J;O;L;S;T,v115@9gA8ilh0R4C8glRpg0R4D8g0RpBtE8j0BtC8JeAgWG?A6vaPCzCBAA;v115@9gA8h0Ath0R4C8g0Btg0R4D8g0Atglg0wwE8ilywC8?JeAgWGA0yjPC6/AAA;v115@9gA8k0R4C8Bth0R4D8ilg0wwE8glBtywC8JeAgWGA0?yjPC6/AAA;v115@9gA8g0AtilR4C8BtglywD8Ati0wwE8j0R4C8JeAgWG?AqujWCz/AAA
JTLOZSJ,6,TLJJSO;TLJSZO;TLJJSZ;TLJJZO;TJJSZO;LJJSZO,Z;J;O;S;L;T,v115@9gA8ilh0R4C8glRpg0R4D8g0RpBtE8j0BtC8JeAgWG?A6vaPCzCBAA;v115@9gA8h0Ath0R4C8g0Btg0R4D8g0Atglg0wwE8ilywC8?JeAgWGA0yjPC6/AAA;v115@9gA8k0R4C8Bth0R4D8ilg0wwE8glBtywC8JeAgWGA0?yjPC6/AAA;v115@9gA8g0AtilR4C8BtglywD8Ati0wwE8j0R4C8JeAgWG?AqujWCz/AAA;v115@9gA8j0AtR4C8glRpi0D8glRpBtE8hlg0AtR4C8JeAg?WGAMnPFDz/AAA;v115@9gA8h0BtwwR4C8i0ywD8ilBtE8gli0R4C8JeAgWGAs?uPFDz/AAA
JTLZOSJ,9,TLJJSO;TLJSZO;TLJJSZ;TLJJZO;TJJSZO,Z;J;O;S;L,v115@9gA8h0ywR4C8h0glwwR4D8h0glBtE8h0hlBtC8JeAg?WGA6intCqOBAA;v115@9gA8ilh0R4C8glAth0R4D8Bth0wwE8Ath0ywC8JeAg?WGA03ntCqCBAA;v115@9gA8h0ilR4C8h0glAtR4D8h0BtwwE8h0AtywC8JeAg?WGA03ntCqCBAA;v115@9gA8Q4i0ywC8R4ilwwD8g0Q4glBtE8j0BtC8JeAgWG?A6/rtC0/AAA;v115@9gA8h0Ath0R4C8g0Btg0R4D8g0Atglg0wwE8ilywC8?JeAgWGA0yjPC6/AAA;v115@9gA8k0R4C8Bth0R4D8ilg0wwE8glBtywC8JeAgWGA0?yjPC6/AAA;v115@9gA8g0AtilR4C8BtglywD8Ati0wwE8j0R4C8JeAgWG?AqujWCz/AAA;v115@9gA8h0R4Ath0C8g0R4Btg0D8ywAtglE8g0wwilg0C8?JeAgWGAsuzPCKNBAA;v115@9gA8h0BtwwR4C8i0ywD8ilBtE8gli0R4C8JeAgWGAs?uPFDz/AAA
JIOTSJZ,7,TIJJSZ;TIJJSO;TIJSZO;TJJSZO,O;Z;J;I,v115@9gA8h0ywR4C8g0RpwwR4D8g0RpBtE8zhBtC8JeAgWG?AauytCqOBAA;v115@9gA8RpywR4C8i0wwR4D8Rpg0BtE8zhBtC8JeAgWGAa?ujPCUHBAA;v115@9gA8g0BtQ4ywC8i0R4wwD8RpBtQ4E8RpzhC8JeAgWG?AJ3jPC0XBAA;v115@9gA8whg0BtywC8whi0R4D8whRpR4E8whRpBtwwC8Je?AgWGAPdNPC6OBAA;v115@9gA8whRpBtR4C8whRpwwR4D8whg0ywE8whi0BtC8Je?AgWGAqeltCvXBAA;v115@9gA8BtR4ywC8h0zhD8g0R4RpE8g0BtRpwwC8JeAgWG?AvPltC6OBAA;v115@9gA8i0BtR4C8Rpg0wwR4D8RpywE8zhBtC8JeAgWGAp?+ytCqXBAA
JTLZSOJ,11,TLJJSO;TLJSZO;TLJJSZ;TLJJZO,Z;J;O;S,v115@9gA8h0ywR4C8h0glwwR4D8h0glBtE8h0hlBtC8JeAg?WGA6intCqOBAA;v115@9gA8ilh0R4C8glAth0R4D8Bth0wwE8Ath0ywC8JeAg?WGA03ntCqCBAA;v115@9gA8h0ilR4C8h0glAtR4D8h0BtwwE8h0AtywC8JeAg?WGA03ntCqCBAA;v115@9gA8Q4i0ywC8R4ilwwD8g0Q4glBtE8j0BtC8JeAgWG?A6/rtC0/AAA;v115@9gA8h0Ath0R4C8g0Btg0R4D8g0Atglg0wwE8ilywC8?JeAgWGA0yjPC6/AAA;v115@9gA8k0R4C8Bth0R4D8ilg0wwE8glBtywC8JeAgWGA0?yjPC6/AAA;v115@9gA8h0AtQ4ywC8g0BtR4wwD8g0Atglg0Q4E8ili0C8?JeAgWGAqyjFDqOBAA;v115@9gA8Q4Btg0ywC8R4BtglwwD8g0Q4ilE8l0C8JeAgWG?AqyjFD0/AAA;v115@9gA8g0AtilR4C8BtglywD8Ati0wwE8j0R4C8JeAgWG?AqujWCz/AAA;v115@9gA8h0R4Ath0C8g0R4Btg0D8ywAtglE8g0wwilg0C8?JeAgWGAsuzPCKNBAA;v115@9gA8h0BtwwR4C8i0ywD8ilBtE8gli0R4C8JeAgWGAs?uPFDz/AAA
JOITSJZ,5,TIJJSZ;TIJJSO;TIJSZO;TJJSZO,O;Z;J;I,v115@9gA8zhywC8i0BtwwD8Rpg0R4E8RpR4BtC8JeAgWGAT?nPFDU+AAA;v115@9gA8g0BtQ4ywC8i0R4wwD8RpBtQ4E8RpzhC8JeAgWG?AJ3jPC0XBAA;v115@9gA8whg0BtywC8whi0R4D8whRpR4E8whRpBtwwC8Je?AgWGAPdNPC6OBAA;v115@9gA8whRpBtR4C8whRpwwR4D8whg0ywE8whi0BtC8Je?AgWGAqeltCvXBAA;v115@9gA8BtR4ywC8h0zhD8g0R4RpE8g0BtRpwwC8JeAgWG?AvPltC6OBAA
JTLZSJO,21,TLJJSO;TLJSZO;TLJJSZ;TLJJZO;LJJSZO,Z;J;O;S;T,v115@9gA8h0ywR4C8h0glwwR4D8h0glBtE8h0hlBtC8JeAg?WGA6intCqOBAA;v115@9gA8ilh0R4C8glAth0R4D8Bth0wwE8Ath0ywC8JeAg?WGA03ntCqCBAA;v115@9gA8h0ilR4C8h0glAtR4D8h0BtwwE8h0AtywC8JeAg?WGA03ntCqCBAA;v115@9gA8Q4i0ywC8R4ilwwD8g0Q4glBtE8j0BtC8JeAgWG?A6/rtC0/AAA;v115@9gA8h0Ath0R4C8g0Btg0R4D8g0Atglg0wwE8ilywC8?JeAgWGA0yjPC6/AAA;v115@9gA8k0R4C8Bth0R4D8ilg0wwE8glBtywC8JeAgWGA0?yjPC6/AAA;v115@9gA8h0AtQ4ywC8g0BtR4wwD8g0Atglg0Q4E8ili0C8?JeAgWGAqyjFDqOBAA;v115@9gA8h0ywR4C8hlh0R4D8g0glg0BtE8g0glg0wwBtC8?JeAgWGA6/rtCqOBAA;v115@9gA8Rpglh0R4C8ilg0R4D8i0BtE8Rph0BtC8JeAgWG?A6fntCMHBAA;v115@9gA8Q4Btg0ywC8R4BtglwwD8g0Q4ilE8l0C8JeAgWG?AqyjFD0/AAA;v115@9gA8g0AtilR4C8BtglywD8Ati0wwE8j0R4C8JeAgWG?AqujWCz/AAA;v115@9gA8ilh0R4C8j0R4D8Bth0wwE8glBtywC8JeAgWGA0?HkPCqCBAA;v115@9gA8Btglh0R4C8ilg0R4D8g0Btg0wwE8i0ywC8JeAg?WGA0vjPCsXBAA;v115@9gA8ilh0R4C8glAtg0ywD8Bth0wwE8Ati0R4C8JeAg?WGA6/VWCKNBAA;v115@9gA8h0R4Ath0C8g0R4Btg0D8ywAtglE8g0wwilg0C8?JeAgWGAsuzPCKNBAA;v115@9gA8h0BtwwR4C8i0ywD8ilBtE8gli0R4C8JeAgWGAs?uPFDz/AAA;v115@9gA8Btglh0R4C8ilywD8g0Btg0wwE8j0R4C8JeAgWG?AqOUPCaNBAA;v115@9gA8j0AtR4C8ili0D8glwwg0BtE8ywAtR4C8JeAgWG?A0/TFDKNBAA;v115@9gA8h0glBtR4C8ilwwR4D8h0ywE8j0BtC8JeAgWGAq?+TWCqXBAA;v115@9gA8h0glBtR4C8ilwwBtD8h0ywE8j0R4C8JeAgWGAq?ujWCKNBAA;v115@9gA8h0Ath0R4C8g0BtywD8g0Atglg0wwE8ilg0R4C8?JeAgWGAsuzPCKNBAA
JOITSZJ,9,TIJSZO;TIJJSO;TJJSZO,J;Z;I,v115@9gA8whg0ywR4C8whi0R4D8whRpBtE8whRpwwBtC8Je?AgWGAaXltCqOBAA;v115@9gA8zhywC8i0R4wwD8Rpg0BtE8RpR4BtC8JeAgWGAa?nntCU+AAA;v115@9gA8zhywC8i0BtwwD8Rpg0R4E8RpR4BtC8JeAgWGAT?nPFDU+AAA;v115@9gA8Q4BtzhC8R4BtRpD8g0Q4ywE8i0wwRpC8JeAgWG?Aq+bgCa+AAA;v115@9gA8g0BtQ4ywC8i0R4wwD8RpBtQ4E8RpzhC8JeAgWG?AJ3jPC0XBAA;v115@9gA8whg0BtywC8whi0R4D8whRpR4E8whRpBtwwC8Je?AgWGAPdNPC6OBAA;v115@9gA8whRpBtR4C8whRpwwR4D8whg0ywE8whi0BtC8Je?AgWGAqeltCvXBAA;v115@9gA8whRpBtR4C8whRpwwBtD8whg0ywE8whi0R4C8Je?AgWGAqeNFDPNBAA;v115@9gA8BtR4ywC8h0zhD8g0R4RpE8g0BtRpwwC8JeAgWG?AvPltC6OBAA
JTLSZJO,20,TLJJSO;TLJSZO;TLJJSZ;LJJSZO,Z;J;O;T,v115@9gA8h0ywR4C8h0glwwR4D8h0glBtE8h0hlBtC8JeAg?WGA6intCqOBAA;v115@9gA8ilh0R4C8glAth0R4D8Bth0wwE8Ath0ywC8JeAg?WGA03ntCqCBAA;v115@9gA8h0ilR4C8h0glAtR4D8h0BtwwE8h0AtywC8JeAg?WGA03ntCqCBAA;v115@9gA8Q4i0ywC8R4ilwwD8g0Q4glBtE8j0BtC8JeAgWG?A6/rtC0/AAA;v115@9gA8h0Ath0R4C8g0Btg0R4D8g0Atglg0wwE8ilywC8?JeAgWGA0yjPC6/AAA;v115@9gA8k0R4C8Bth0R4D8ilg0wwE8glBtywC8JeAgWGA0?yjPC6/AAA;v115@9gA8h0AtQ4ywC8g0BtR4wwD8g0Atglg0Q4E8ili0C8?JeAgWGAqyjFDqOBAA;v115@9gA8h0ywR4C8hlh0R4D8g0glg0BtE8g0glg0wwBtC8?JeAgWGA6/rtCqOBAA;v115@9gA8Q4Bthlh0C8R4Btglg0D8g0Q4ywE8i0wwglg0C8?JeAgWGAq+jPCsXBAA;v115@9gA8i0Q4ywC8Btg0R4wwD8ilg0Q4E8glBti0C8JeAg?WGAqyjFD0/AAA;v115@9gA8Q4Btg0ywC8R4BtglwwD8g0Q4ilE8l0C8JeAgWG?AqyjFD0/AAA;v115@9gA8g0AtilR4C8BtglywD8Ati0wwE8j0R4C8JeAgWG?AqujWCz/AAA;v115@9gA8ilh0R4C8j0R4D8Bth0wwE8glBtywC8JeAgWGA0?HkPCqCBAA;v115@9gA8Btglh0R4C8ilg0R4D8g0Btg0wwE8i0ywC8JeAg?WGA0vjPCsXBAA;v115@9gA8h0BtwwR4C8i0ywD8ilBtE8gli0R4C8JeAgWGAs?uPFDz/AAA;v115@9gA8Btglh0R4C8ilywD8g0Btg0wwE8j0R4C8JeAgWG?AqOUPCaNBAA;v115@9gA8Q4BtRph0C8R4Btglg0D8g0Q4ilE8i0Rpg0C8Je?AgWGAqyjPCaHBAA;v115@9gA8j0AtR4C8ili0D8glwwg0BtE8ywAtR4C8JeAgWG?A0/TFDKNBAA;v115@9gA8h0glBtR4C8ilwwR4D8h0ywE8j0BtC8JeAgWGAq?+TWCqXBAA;v115@9gA8h0glBtR4C8ilwwBtD8h0ywE8j0R4C8JeAgWGAq?ujWCKNBAA
JIOTSZJ,13,TIJSZO;TIJJSO,J;Z,v115@9gA8h0ywR4C8g0RpwwR4D8g0RpBtE8zhBtC8JeAgWG?AauytCqOBAA;v115@9gA8whg0ywR4C8whi0R4D8whRpBtE8whRpwwBtC8Je?AgWGAaXltCqOBAA;v115@9gA8RpywR4C8i0wwR4D8Rpg0BtE8zhBtC8JeAgWGAa?ujPCUHBAA;v115@9gA8Q4BtzhC8R4BtRpD8g0Q4ywE8i0wwRpC8JeAgWG?Aq+bgCa+AAA;v115@9gA8g0BtQ4ywC8i0R4wwD8RpBtQ4E8RpzhC8JeAgWG?AJ3jPC0XBAA;v115@9gA8whg0BtywC8whi0R4D8whRpR4E8whRpBtwwC8Je?AgWGAPdNPC6OBAA;v115@9gA8whRpBtR4C8whRpwwR4D8whg0ywE8whi0BtC8Je?AgWGAqeltCvXBAA;v115@9gA8whRpBtR4C8whRpwwBtD8whg0ywE8whi0R4C8Je?AgWGAqeNFDPNBAA;v115@9gA8BtR4ywC8h0zhD8g0R4RpE8g0BtRpwwC8JeAgWG?AvPltC6OBAA;v115@9gA8i0BtR4C8Rpg0wwR4D8RpywE8zhBtC8JeAgWGAp?+ytCqXBAA;v115@9gA8i0BtR4C8Rpg0wwBtD8RpywE8zhR4C8JeAgWGAp?+aFDKNBAA;v115@9gA8RpBtwwR4C8i0ywD8Rpg0BtE8zhR4C8JeAgWGAp?uPFDPNBAA;v115@9gA8h0BtwwR4C8g0RpywD8g0RpBtE8zhR4C8JeAgWG?AJHmPCaNBAA
JTLSZOJ,11,TLJJSO;TLJSZO;TLJJSZ;TLJJZO,Z;J;O;S,v115@9gA8ilh0R4C8glAth0R4D8Bth0wwE8Ath0ywC8JeAg?WGA03ntCqCBAA;v115@9gA8h0ilR4C8h0glAtR4D8h0BtwwE8h0AtywC8JeAg?WGA03ntCqCBAA;v115@9gA8Q4i0ywC8R4ilwwD8g0Q4glBtE8j0BtC8JeAgWG?A6/rtC0/AAA;v115@9gA8h0Ath0R4C8g0Btg0R4D8g0Atglg0wwE8ilywC8?JeAgWGA0yjPC6/AAA;v115@9gA8k0R4C8Bth0R4D8ilg0wwE8glBtywC8JeAgWGA0?yjPC6/AAA;v115@9gA8h0AtQ4ywC8g0BtR4wwD8g0Atglg0Q4E8ili0C8?JeAgWGAqyjFDqOBAA;v115@9gA8Q4Bthlh0C8R4Btglg0D8g0Q4ywE8i0wwglg0C8?JeAgWGAq+jPCsXBAA;v115@9gA8i0Q4ywC8Btg0R4wwD8ilg0Q4E8glBti0C8JeAg?WGAqyjFD0/AAA;v115@9gA8Q4Btg0ywC8R4BtglwwD8g0Q4ilE8l0C8JeAgWG?AqyjFD0/AAA;v115@9gA8g0AtilR4C8BtglywD8Ati0wwE8j0R4C8JeAgWG?AqujWCz/AAA;v115@9gA8h0BtwwR4C8i0ywD8ilBtE8gli0R4C8JeAgWGAs?uPFDz/AAA
JLSOJZT,8,TLJJSO;TLJJSZ;TLJJZO;LJJSZO,Z;O;S;T,v115@9gA8h0ywR4C8hlh0R4D8g0glg0BtE8g0glg0wwBtC8?JeAgWGA6/rtCqOBAA;v115@9gA8h0BtywC8hlh0R4D8g0glg0R4E8g0glg0BtwwC8?JeAgWGAz/TPC6OBAA;v115@9gA8h0BtywC8g0ilR4D8i0R4E8g0glg0BtwwC8JeAg?WGAzf/VC6OBAA;v115@9gA8Q4BtRph0C8R4Btglg0D8g0Q4ilE8i0Rpg0C8Je?AgWGAqyjPCaHBAA;v115@9gA8BtR4ywC8glR4i0D8glBth0E8hli0wwC8JeAgWG?Aq/rtC6OBAA;v115@9gA8ilg0AtR4C8glRpi0D8g0RpBtE8i0AtR4C8JeAg?WGAKn/VCaNBAA;v115@9gA8glg0BtywC8gli0R4D8i0R4E8hlg0BtwwC8JeAg?WGAz/TPC6OBAA;v115@9gA8j0AtR4C8Rpj0D8RpglBtE8ilAtR4C8JeAgWGAM?nPPCaNBAA
JITOSZJ,11,TIJJZO;TIJSZO;TIJJSO,S;J;Z,v115@9gA8h0ywR4C8g0RpwwR4D8g0RpBtE8zhBtC8JeAgWG?AauytCqOBAA;v115@9gA8RpywR4C8i0wwR4D8Rpg0BtE8zhBtC8JeAgWGAa?ujPCUHBAA;v115@9gA8Q4BtzhC8R4BtRpD8g0Q4ywE8i0wwRpC8JeAgWG?Aq+bgCa+AAA;v115@9gA8g0BtQ4ywC8i0R4wwD8RpBtQ4E8RpzhC8JeAgWG?AJ3jPC0XBAA;v115@9gA8whRpBtR4C8whRpwwR4D8whg0ywE8whi0BtC8Je?AgWGAqeltCvXBAA;v115@9gA8whRpBtR4C8whRpwwBtD8whg0ywE8whi0R4C8Je?AgWGAqeNFDPNBAA;v115@9gA8BtR4ywC8h0zhD8g0R4RpE8g0BtRpwwC8JeAgWG?AvPltC6OBAA;v115@9gA8i0BtR4C8Rpg0wwR4D8RpywE8zhBtC8JeAgWGAp?+ytCqXBAA;v115@9gA8i0BtR4C8Rpg0wwBtD8RpywE8zhR4C8JeAgWGAp?+aFDKNBAA;v115@9gA8RpBtwwR4C8i0ywD8Rpg0BtE8zhR4C8JeAgWGAp?uPFDPNBAA;v115@9gA8h0BtwwR4C8g0RpywD8g0RpBtE8zhR4C8JeAgWG?AJHmPCaNBAA
JITSOZJ,10,TIJSZO,J,v115@9gA8h0ywR4C8g0RpwwR4D8g0RpBtE8zhBtC8JeAgWG?AauytCqOBAA;v115@9gA8RpywR4C8i0wwR4D8Rpg0BtE8zhBtC8JeAgWGAa?ujPCUHBAA;v115@9gA8Q4BtzhC8R4BtRpD8g0Q4ywE8i0wwRpC8JeAgWG?Aq+bgCa+AAA;v115@9gA8g0BtQ4ywC8i0R4wwD8RpBtQ4E8RpzhC8JeAgWG?AJ3jPC0XBAA;v115@9gA8RpBtywC8zhR4D8i0R4E8Rpg0BtwwC8JeAgWGAz?PNFDvOBAA;v115@9gA8BtRpywC8h0RpR4D8g0BtR4E8g0zhwwC8JeAgWG?AJtHgC6OBAA;v115@9gA8whRpBtR4C8whRpwwR4D8whg0ywE8whi0BtC8Je?AgWGAqeltCvXBAA;v115@9gA8whRpBtR4C8whRpwwBtD8whg0ywE8whi0R4C8Je?AgWGAqeNFDPNBAA;v115@9gA8i0BtR4C8Rpg0wwR4D8RpywE8zhBtC8JeAgWGAp?+ytCqXBAA;v115@9gA8RpBtwwR4C8i0ywD8Rpg0BtE8zhR4C8JeAgWGAp?uPFDPNBAA
JLSJOZT,9,TLJJSO;TLJJSZ;TLJJZO;LJJSZO,Z;O;S;T,v115@9gA8h0ywR4C8hlh0R4D8g0glg0BtE8g0glg0wwBtC8?JeAgWGA6/rtCqOBAA;v115@9gA8hlywR4C8j0R4D8g0glg0BtE8g0glg0wwBtC8Je?AgWGA6fntCsOBAA;v115@9gA8h0BtywC8hlh0R4D8g0glg0R4E8g0glg0BtwwC8?JeAgWGAz/TPC6OBAA;v115@9gA8h0BtywC8g0ilR4D8i0R4E8g0glg0BtwwC8JeAg?WGAzf/VC6OBAA;v115@9gA8Q4BtRph0C8R4Btglg0D8g0Q4ilE8i0Rpg0C8Je?AgWGAqyjPCaHBAA;v115@9gA8hlBtywC8j0R4D8g0glg0R4E8g0glg0BtwwC8Je?AgWGAzf/VC6OBAA;v115@9gA8BtR4ywC8h0hlh0D8g0R4glg0E8g0Btglg0wwC8?JeAgWGAqintC6OBAA;v115@9gA8BtR4ywC8glR4i0D8glBth0E8hli0wwC8JeAgWG?Aq/rtC6OBAA;v115@9gA8glg0BtywC8gli0R4D8i0R4E8hlg0BtwwC8JeAg?WGAz/TPC6OBAA
JITSZOJ,8,TIJSZO,J,v115@9gA8h0ywR4C8g0RpwwR4D8g0RpBtE8zhBtC8JeAgWG?AauytCqOBAA;v115@9gA8RpywR4C8i0wwR4D8Rpg0BtE8zhBtC8JeAgWGAa?ujPCUHBAA;v115@9gA8RpywR4C8zhR4D8i0BtE8Rpg0wwBtC8JeAgWGA6?vLMCvOBAA;v115@9gA8Q4BtzhC8R4BtRpD8g0Q4ywE8i0wwRpC8JeAgWG?Aq+bgCa+AAA;v115@9gA8RpBtywC8zhR4D8i0R4E8Rpg0BtwwC8JeAgWGAz?PNFDvOBAA;v115@9gA8whRpBtR4C8whRpwwR4D8whg0ywE8whi0BtC8Je?AgWGAqeltCvXBAA;v115@9gA8whRpBtR4C8whRpwwBtD8whg0ywE8whi0R4C8Je?AgWGAqeNFDPNBAA;v115@9gA8RpBtwwR4C8i0ywD8Rpg0BtE8zhR4C8JeAgWGAp?uPFDPNBAA
JLSJZOT,19,TLJJSO;TLJJSZ;LJJSZO,Z;O;T,v115@9gA8h0ywR4C8h0glwwR4D8h0glBtE8h0hlBtC8JeAg?WGA6intCqOBAA;v115@9gA8h0AtQ4ywC8g0BtR4wwD8g0Atglg0Q4E8ili0C8?JeAgWGAqyjFDqOBAA;v115@9gA8h0ywR4C8hlh0R4D8g0glg0BtE8g0glg0wwBtC8?JeAgWGA6/rtCqOBAA;v115@9gA8ilQ4ywC8glAtg0R4wwD8Bth0Q4E8Atk0C8JeAg?WGAq3ntC0CBAA;v115@9gA8i0Q4ywC8Btg0R4wwD8ilg0Q4E8glBti0C8JeAg?WGAqyjFD0/AAA;v115@9gA8hlywR4C8j0R4D8g0glg0BtE8g0glg0wwBtC8Je?AgWGA6fntCsOBAA;v115@9gA8h0BtywC8hlh0R4D8g0glg0R4E8g0glg0BtwwC8?JeAgWGAz/TPC6OBAA;v115@9gA8h0BtywC8g0ilR4D8i0R4E8g0glg0BtwwC8JeAg?WGAzf/VC6OBAA;v115@9gA8ilRph0C8Q4BtRpg0D8R4i0E8glQ4Bth0C8JeAg?WGAKtzPCvCBAA;v115@9gA8Q4BtRph0C8R4Btglg0D8g0Q4ilE8i0Rpg0C8Je?AgWGAqyjPCaHBAA;v115@9gA8BtR4ywC8glBti0D8glR4h0E8hli0wwC8JeAgWG?Aq/TFDzOBAA;v115@9gA8hlBtywC8j0R4D8g0glg0R4E8g0glg0BtwwC8Je?AgWGAzf/VC6OBAA;v115@9gA8BtR4ywC8h0hlh0D8g0R4glg0E8g0Btglg0wwC8?JeAgWGAqintC6OBAA;v115@9gA8BtR4ywC8h0hlh0D8g0Btglg0E8g0R4glg0wwC8?JeAgWGAqiPFDzOBAA;v115@9gA8BtR4ywC8glR4i0D8glBth0E8hli0wwC8JeAgWG?Aq/rtC6OBAA;v115@9gA8glg0BtywC8gli0R4D8i0R4E8hlg0BtwwC8JeAg?WGAz/TPC6OBAA;v115@9gA8Rpglg0AtR4C8ili0D8i0BtE8Rpg0AtR4C8JeAg?WGAq/TFDTHBAA;v115@9gA8g0Rpg0AtR4C8l0D8ilBtE8glRpAtR4C8JeAgWG?AsfPFDTHBAA;v115@9gA8h0AtglywC8g0BtglR4D8i0R4E8g0Atg0hlwwC8?JeAgWGAz/TFDqOBAA
JITSZJO,3,TIJJSZ;TIJJZO;TIJJSO;TIJSZO,O;S;Z;J,v115@9gA8RpywR4C8zhR4D8i0BtE8Rpg0wwBtC8JeAgWGA6?vLMCvOBAA;v115@9gA8Q4BtzhC8R4BtRpD8g0Q4ywE8i0wwRpC8JeAgWG?Aq+bgCa+AAA;v115@9gA8RpBtywC8zhR4D8i0R4E8Rpg0BtwwC8JeAgWGAz?PNFDvOBAA
JLSJZTO,20,TLJJSO;TLJJSZ;LJJSZO,Z;O;T,v115@9gA8h0ywR4C8h0glwwR4D8h0glBtE8h0hlBtC8JeAg?WGA6intCqOBAA;v115@9gA8h0AtQ4ywC8g0BtR4wwD8g0Atglg0Q4E8ili0C8?JeAgWGAqyjFDqOBAA;v115@9gA8h0ywR4C8hlh0R4D8g0glg0BtE8g0glg0wwBtC8?JeAgWGA6/rtCqOBAA;v115@9gA8ilQ4ywC8glAtg0R4wwD8Bth0Q4E8Atk0C8JeAg?WGAq3ntC0CBAA;v115@9gA8i0Q4ywC8Btg0R4wwD8ilg0Q4E8glBti0C8JeAg?WGAqyjFD0/AAA;v115@9gA8Q4Btg0ywC8R4BtglwwD8g0Q4ilE8l0C8JeAgWG?AqyjFD0/AAA;v115@9gA8hlywR4C8j0R4D8g0glg0BtE8g0glg0wwBtC8Je?AgWGA6fntCsOBAA;v115@9gA8h0BtywC8hlh0R4D8g0glg0R4E8g0glg0BtwwC8?JeAgWGAz/TPC6OBAA;v115@9gA8BtglQ4ywC8ilR4wwD8g0Btg0Q4E8l0C8JeAgWG?AqvTWC0XBAA;v115@9gA8h0BtywC8g0ilR4D8i0R4E8g0glg0BtwwC8JeAg?WGAzf/VC6OBAA;v115@9gA8Q4BtRph0C8R4Btglg0D8g0Q4ilE8i0Rpg0C8Je?AgWGAqyjPCaHBAA;v115@9gA8BtR4ywC8glBti0D8glR4h0E8hli0wwC8JeAgWG?Aq/TFDzOBAA;v115@9gA8hlBtywC8j0R4D8g0glg0R4E8g0glg0BtwwC8Je?AgWGAzf/VC6OBAA;v115@9gA8BtR4ywC8h0hlh0D8g0R4glg0E8g0Btglg0wwC8?JeAgWGAqintC6OBAA;v115@9gA8BtR4ywC8h0hlh0D8g0Btglg0E8g0R4glg0wwC8?JeAgWGAqiPFDzOBAA;v115@9gA8BtR4ywC8glR4i0D8glBth0E8hli0wwC8JeAgWG?Aq/rtC6OBAA;v115@9gA8glg0BtywC8gli0R4D8i0R4E8hlg0BtwwC8JeAg?WGAz/TPC6OBAA;v115@9gA8Rpglg0AtR4C8ili0D8i0BtE8Rpg0AtR4C8JeAg?WGAq/TFDTHBAA;v115@9gA8g0Rpg0AtR4C8l0D8ilBtE8glRpAtR4C8JeAgWG?AsfPFDTHBAA;v115@9gA8h0AtglywC8g0BtglR4D8i0R4E8g0Atg0hlwwC8?JeAgWGAz/TFDqOBAA
JITZSJO,4,TIJJSZ;TIJJZO;TIJJSO;TIJSZO,O;S;Z;J,v115@9gA8h0ywR4C8g0RpwwR4D8g0RpBtE8zhBtC8JeAgWG?AauytCqOBAA;v115@9gA8RpywR4C8i0wwR4D8Rpg0BtE8zhBtC8JeAgWGAa?ujPCUHBAA;v115@9gA8RpywR4C8zhR4D8i0BtE8Rpg0wwBtC8JeAgWGA6?vLMCvOBAA;v115@9gA8Q4BtzhC8R4BtRpD8g0Q4ywE8i0wwRpC8JeAgWG?Aq+bgCa+AAA
